EE #,Job Title,Current Employment Status,Project Code,Original Hire Date,Last Hire Date,LOS in Days,Termination Date,Reason Code,Left,Fired
248016,,T,55061,02/05/2018,07/09/2019,35,08/13/2019,Resignation,1,0
248091,,T,4128016,03/02/2018,03/02/2018,27,03/29/2018,Resignation,1,0
248098,,T,,03/02/2018,03/02/2018,88,05/29/2018,Resignation,1,0
248138,Foreman Renewables,A,55106,02/22/2018,07/06/2021,"1,332",,,0,0
248168,Foreman Renewables,T,55089,02/23/2018,03/26/2024,24,04/19/2024,Personal/Family,1,0
248178,,T,55060,02/23/2018,02/23/2018,221,10/02/2018,Lack of Work,0,0
248239,General Superintendent,T,,03/26/2018,06/22/2020,"1,684",01/31/2025,Resignation,1,0
248330,HSE Site Technician,T,5508201,03/13/2018,04/01/2021,"1,347",12/08/2024,Transferred out,0,0
248375,,T,4169017,04/06/2018,04/06/2018,376,04/17/2019,Resignation,1,0
248486,Laborer Renewables,T,55103,05/22/2024,05/22/2024,19,06/10/2024,Resignation,1,0
248512,,T,,03/26/2018,03/27/2019,149,08/23/2019,Resignation,1,0
258615,Electrician Renewables,T,55086,04/04/2018,08/03/2021,735,08/08/2023,Resignation,1,0
248134,Operator Renewables,T,55075,02/21/2018,10/14/2021,22,11/05/2021,Excessive Absenteeism,0,1
248136,Laborer Renewables,A,55808,02/21/2018,02/26/2025,1,,,0,0
248142,Helper Renewables,T,55076,03/12/2018,02/22/2021,975,10/25/2023,Lack of Work,0,0
248164,Foreman Renewables,A,55143,02/20/2018,07/27/2022,946,,,0,0
248167,Foreman Renewables,A,55105,02/22/2018,09/08/2021,"1,268",,,0,0
248271,,T,55061,03/06/2018,07/22/2019,31,08/22/2019,Resignation,1,0
248273,Laborer Renewables,T,55107,03/13/2024,03/13/2024,43,04/25/2024,Other Job,1,0
248306,Helper Renewables,T,55087,03/09/2018,01/11/2023,1,01/12/2023,Policy Viol-Other,0,0
248415,Helper Renewables,A,55113,03/19/2018,01/10/2024,414,,,0,0
248449,Laborer Renewables,T,55093,03/21/2018,11/10/2022,330,10/06/2023,Other Job,1,0
248465,Foreman Renewables,T,55101,11/01/2022,11/01/2022,636,07/29/2024,Policy Viol-Other,0,0
248501,Laborer Renewables,T,55076,03/27/2018,03/28/2023,178,09/22/2023,Personal/Family,1,0
248502,,T,55061,03/27/2018,03/27/2018,587,11/04/2019,Resignation,1,0
258657,,T,,04/05/2018,04/05/2018,680,02/14/2020,Lack of Work,0,0
258659,Gen Foreman Renewables,T,55094,04/05/2018,12/10/2020,"1,401",10/11/2024,Policy Viol-Other,0,0
258666,Foreman Renewables,T,55109,04/05/2018,06/26/2024,180,12/23/2024,Lack of Work,0,0
258675,,T,55060,04/03/2018,04/03/2018,91,07/03/2018,Lack of Work,0,0
258962,,T,55060,04/05/2018,04/05/2018,169,09/21/2018,Lack of Work,0,0
258964,,T,,04/04/2018,04/08/2019,368,04/10/2020,Lack of Work,0,0
259105,,T,55060,04/09/2018,04/09/2018,161,09/17/2018,Lack of Work,0,0
259110,,T,41723,06/08/2018,06/08/2018,89,09/05/2018,Resignation,1,0
259168,,T,55060,04/17/2018,04/17/2018,171,10/05/2018,Lack of Work,0,0
259173,,T,55060,04/16/2018,04/16/2018,38,05/24/2018,Resignation,1,0
259184,,T,55060,04/19/2018,04/19/2018,160,09/26/2018,Lack of Work,0,0
259235,,T,55061,05/01/2018,07/15/2019,4,07/19/2019,Resignation,1,0
259315,,T,11752,08/06/2018,08/06/2018,240,04/03/2019,Resignation,1,0
259348,,T,55061,05/10/2018,06/11/2019,70,08/20/2019,Resignation,1,0
259352,Laborer Renewables,T,55073,05/10/2018,02/08/2021,65,04/14/2021,Lack of Work,0,0
248013,Superintendent Renewbls,A,55143,02/05/2018,04/17/2023,682,,,0,0
248019,Gen Foreman Renewables,T,55089,02/05/2018,08/17/2020,802,10/28/2022,Performance,0,1
248021,,T,55062,02/05/2018,09/09/2019,197,03/24/2020,Discharge,0,1
248053,,T,55060,02/12/2018,06/18/2018,14,07/02/2018,Lack of Work,0,0
248057,,T,55060,02/12/2018,06/18/2018,15,07/03/2018,Lack of Work,0,0
248089,Gen Foreman Renewables,T,,02/14/2018,04/20/2021,120,08/18/2021,Discharge,0,1
248094,,T,4169017,03/02/2018,03/02/2018,130,07/10/2018,Resignation,1,0
248135,Logistics Coordinator,A,55091,02/21/2018,07/15/2024,227,,,0,0
248141,,T,,02/22/2018,06/04/2019,317,04/16/2020,Discharge,0,1
248152,,T,,02/19/2018,05/07/2019,57,07/03/2019,Resignation,1,0
248166,Operator Renewables,T,55073,02/22/2018,12/09/2020,135,04/23/2021,Lack of Work,0,0
248183,,T,4172017,03/14/2018,03/14/2018,148,08/09/2018,Resignation,1,0
248238,,T,,03/26/2018,03/26/2018,87,06/21/2018,Discharge,0,1
248269,,T,55073,03/06/2018,08/18/2020,9,08/27/2020,Discharge,0,1
248335,,T,55062,03/19/2018,10/08/2019,246,06/10/2020,Lack of Work,0,0
248340,Laborer Renewables,T,55306,09/13/2022,09/13/2022,318,07/28/2023,Other Job,1,0
248395,,T,,04/13/2018,04/13/2018,325,03/04/2019,Discharge,0,1
248399,,T,4169017,04/13/2018,04/13/2018,202,11/01/2018,Resignation,1,0
248427,,T,55060,03/19/2018,03/19/2018,198,10/03/2018,Lack of Work,0,0
248482,Operator Renewables,T,55101,03/21/2018,06/24/2024,57,08/20/2024,No Call-No Show,0,1
248491,Superintendent Renewbls 2,A,55143,03/26/2018,03/26/2018,"2,530",,,0,0
248493,Laborer Renewables,T,55308,01/17/2023,11/28/2023,103,03/10/2024,Transferred out,0,0
248519,Foreman Renewables,T,55109,05/03/2023,05/03/2023,600,12/23/2024,Lack of Work,0,0
248522,Gen Foreman Renewables 2,A,55100,03/26/2018,05/21/2019,"2,109",,,0,0
248529,,T,55061,03/28/2018,04/25/2019,83,07/17/2019,Resignation,1,0
248542,Operator Renewables,A,55143,04/03/2018,01/08/2025,50,,,0,0
258655,Operator Renewables,A,55143,04/05/2018,07/21/2021,"1,317",,,0,0
258662,,T,55061,04/05/2018,05/09/2019,76,07/24/2019,Resignation,1,0
258667,Laborer Renewables,T,55093,04/05/2018,02/21/2023,26,03/19/2023,Resignation,1,0
229156,Operator Renewables,T,55123,09/20/2022,04/28/2023,636,01/23/2025,Lack of Work,0,0
229788,Superintendent Renewbls,T,,11/22/2021,02/14/2022,21,03/07/2022,Other Job,1,0
230221,Operator Renewables,T,55089,11/07/2023,11/07/2023,141,03/27/2024,Other Job,1,0
231189,Operator Renewables,T,55094,04/16/2024,04/16/2024,59,06/14/2024,Personal/Family,1,0
231551,Fleet Supervisor,A,,01/29/2016,10/16/2023,500,,,0,0
231961,Gen Foreman Renewables,A,55105,07/11/2023,07/11/2023,597,,,0,0
232062,Operator Renewables,T,55076,10/08/2012,04/19/2022,85,07/13/2022,Other Job,1,0
232120,,T,55062,10/08/2014,07/22/2019,204,02/11/2020,Lack of Work,0,0
233563,Laborer Renewables,T,55075,08/19/2021,08/19/2021,1,08/20/2021,No Call-No Show,0,1
233994,,T,55073,10/31/2016,10/31/2016,"1,442",10/12/2020,Resignation,1,0
234271,,T,41730,08/06/2007,03/01/2015,"1,220",07/03/2018,Resignation,1,0
234294,,T,4169017,08/19/2014,03/20/2017,492,07/25/2018,Discharge,0,1
234493,,T,41734,08/13/2015,08/09/2016,942,03/09/2019,Resignation,1,0
234526,,T,,02/27/2017,02/27/2017,655,12/14/2018,Resignation,1,0
234936,,T,,11/23/2005,03/01/2015,"1,468",03/08/2019,Discharge,0,1
235488,Procurement Manager,A,55076,10/20/2014,11/19/2016,"3,022",,,0,0
235878,Laborer Renewables,T,55109,03/07/2022,01/31/2024,299,11/25/2024,Lack of Work,0,0
236144,,T,55060,08/14/2017,08/14/2017,302,06/12/2018,Lack of Work,0,0
236225,Laborer Renewables,T,55072,01/14/2008,02/04/2021,64,04/09/2021,Discharge,0,1
236247,Business Dev Director,T,,01/02/2017,01/02/2017,"2,649",04/04/2024,Resignation,1,0
236254,Laborer Renewables,A,55094,12/14/2021,12/14/2021,"1,171",,,0,0
236752,Operator Renewables,T,55087,10/25/2022,10/25/2022,108,02/10/2023,No Call-No Show,0,1
239230,Contracts Specialist,T,55076,04/17/2017,04/17/2017,"1,659",11/01/2021,Discharge,0,1
241499,Laborer Renewables,T,55094,08/23/2022,08/23/2022,826,11/26/2024,Resignation,1,0
241768,Gen Foreman Renewables,A,55102,06/13/2023,06/13/2023,625,,,0,0
241916,,T,55061,03/02/2015,06/26/2019,30,07/26/2019,Resignation,1,0
242067,Mechanic Field 2,A,,07/21/2021,10/17/2023,499,,,0,0
242184,Operator Renewables,A,55094,07/30/2014,02/21/2024,372,,,0,0
258653,Laborer Renewables,T,55073,04/05/2018,08/24/2020,246,04/27/2021,Lack of Work,0,0
258676,Laborer Renewables,T,55076,04/10/2018,03/21/2023,72,06/01/2023,Personal/Family,1,0
259038,Gen Foreman Renewables,A,55812,04/11/2018,06/05/2020,"1,728",,,0,0
259060,,T,55061,04/09/2018,06/18/2019,55,08/12/2019,Discharge,0,1
259066,Gen Foreman Renewables 3,A,55093,04/09/2018,04/12/2019,"2,148",,,0,0
259117,Laborer Renewables,T,55097,04/09/2018,08/25/2021,829,12/02/2023,Personal/Family,1,0
259137,,T,4172017,06/20/2018,06/20/2018,128,10/26/2018,Resignation,1,0
259217,,T,55060,04/23/2018,04/23/2018,151,09/21/2018,Lack of Work,0,0
259218,Foreman Renewables,T,55073,04/23/2018,04/23/2018,"1,081",04/08/2021,Lack of Work,0,0
259223,Quality Site Manager,A,55105,04/23/2018,11/04/2024,115,,,0,0
259237,,T,55061,05/01/2018,07/15/2019,4,07/19/2019,Resignation,1,0
259274,Gen Foreman Renewables,A,55091,07/08/2024,07/08/2024,234,,,0,0
259310,,T,4124016,08/03/2018,08/03/2018,126,12/07/2018,Resignation,1,0
259312,,T,,08/03/2018,08/03/2018,162,01/12/2019,Resignation,1,0
259317,,T,11764,08/06/2018,08/06/2018,214,03/08/2019,Resignation,1,0
259322,Gen Foreman Renewables,A,55105,05/07/2018,05/03/2023,666,,,0,0
259350,,T,55060,05/10/2018,05/10/2018,126,09/13/2018,Resignation,1,0
259421,Laborer Renewables,T,55073,05/17/2018,12/10/2020,86,03/06/2021,Lack of Work,0,0
259484,General Superintendent,A,55087,05/21/2018,06/26/2019,"2,073",,,0,0
259502,,T,55060,05/24/2018,05/24/2018,120,09/21/2018,Lack of Work,0,0
259543,Operator Renewables,A,55091,05/30/2018,10/01/2024,149,,,0,0
259657,Laborer Renewables,T,55086,06/13/2018,11/09/2022,254,07/21/2023,Lack of Work,0,0
259665,,T,55061,06/13/2018,05/21/2019,53,07/13/2019,Resignation,1,0
259689,Laborer Renewables,T,55072,06/18/2018,04/12/2021,17,04/29/2021,Lack of Work,0,0
269984,,T,55061,06/18/2018,08/06/2019,133,12/17/2019,Lack of Work,0,0
270015,Laborer Renewables,T,55094,06/25/2018,04/16/2024,93,07/18/2024,Other Job,1,0
270122,Welder,T,55100,03/05/2024,03/05/2024,209,09/30/2024,Personal/Family,1,0
270148,,T,55060,06/26/2018,06/26/2018,80,09/14/2018,Lack of Work,0,0
259354,,T,55060,05/09/2018,05/09/2018,142,09/28/2018,Lack of Work,0,0
259463,,T,55062,05/21/2018,07/11/2019,92,10/11/2019,Discharge,0,1
259519,Operator Renewables,T,55076,05/24/2018,09/22/2021,747,10/09/2023,Other Job,1,0
259562,,T,55062,06/01/2018,05/14/2019,367,05/15/2020,Discharge,0,1
259565,,T,55060,06/01/2018,06/01/2018,123,10/02/2018,Lack of Work,0,0
259575,,T,55060,06/01/2018,06/01/2018,133,10/12/2018,Lack of Work,0,0
259672,Laborer Renewables,T,55073,06/15/2018,01/04/2021,94,04/08/2021,Lack of Work,0,0
259683,,T,,06/11/2018,06/11/2018,144,11/02/2018,Lack of Work,0,0
259685,,T,55060,06/15/2018,06/15/2018,98,09/21/2018,Lack of Work,0,0
269983,,T,55060,06/19/2018,06/19/2018,141,11/07/2018,Lack of Work,0,0
270149,,T,55060,06/26/2018,06/26/2018,76,09/10/2018,Lack of Work,0,0
270154,Laborer Renewables,T,55086,04/27/2022,04/27/2022,373,05/05/2023,Resignation,1,0
270165,,T,55060,06/28/2018,06/28/2018,62,08/29/2018,Resignation,1,0
270166,,T,55060,06/28/2018,06/28/2018,92,09/28/2018,Lack of Work,0,0
270206,Operator Renewables,T,55076,06/30/2018,09/30/2021,99,01/07/2022,Lack of Work,0,0
270239,Vice President,T,,12/10/2018,12/10/2018,"2,204",12/22/2024,Transferred out,0,0
270253,Mechanic Field 3,A,,07/02/2018,01/27/2020,"1,858",,,0,0
270403,Operator Renewables,T,55081,01/04/2022,01/04/2022,48,02/21/2022,Other Job,1,0
270480,,T,55060,07/16/2018,07/16/2018,67,09/21/2018,Lack of Work,0,0
270505,Laborer Renewables,T,55085,07/14/2022,07/14/2022,99,10/21/2022,Resignation,1,0
270623,,T,55060,07/17/2018,07/17/2018,66,09/21/2018,Lack of Work,0,0
270631,,T,,02/25/2019,02/25/2019,67,05/03/2019,Discharge,0,1
270659,,T,55060,07/17/2018,07/17/2018,66,09/21/2018,Lack of Work,0,0
270676,Operator Renewables,T,55117,07/30/2024,07/30/2024,48,09/16/2024,No Call-No Show,0,1
270688,Project Engineer,A,,03/11/2019,03/11/2019,"2,180",,,0,0
270837,,T,,04/22/2019,04/22/2019,18,05/10/2019,Resignation,1,0
270850,Operator Renewables,T,55138,06/29/2021,01/04/2024,393,01/31/2025,No Call-No Show,0,1
270963,,T,55060,07/30/2018,07/30/2018,52,09/20/2018,Lack of Work,0,0
270967,Operator Renewables,T,55087,10/11/2022,10/11/2022,90,01/09/2023,Resignation,1,0
243129,Laborer Renewables,T,55086,11/29/2022,11/29/2022,92,03/01/2023,No Call-No Show,0,1
243550,Operator Renewables,T,55105,09/28/2021,04/25/2023,589,12/04/2024,Policy Viol-Drug/Alcohol,0,1
244279,Laborer Renewables,T,55117,06/11/2024,06/11/2024,1,06/12/2024,Resignation,1,0
244977,Operator Renewables,T,55089,01/06/2022,01/06/2022,976,09/08/2024,Personal/Family,1,0
245425,Operator Renewables,T,55094,04/17/2013,10/30/2023,108,02/15/2024,Personal/Family,1,0
246432,Operator Renewables,T,55089,03/30/2010,12/09/2020,"1,395",10/04/2024,Layoff Restructuring,0,1
246668,Field Engineer,T,55076,09/05/2017,09/05/2017,"1,620",02/11/2022,Personal/Family,1,0
246904,Foreman Renewables,T,55097,01/04/2022,01/04/2022,541,06/29/2023,Personal/Family,1,0
247027,,T,55045,10/02/2017,10/02/2017,317,08/15/2018,Resignation,1,0
247179,Operator Renewables,T,55090,11/08/2022,11/08/2022,35,12/13/2022,Discharge,0,1
247335,Engineering Director,A,,10/23/2017,10/23/2017,"2,684",,,0,0
247686,,T,55060,01/22/2018,01/22/2018,7,01/29/2018,Discharge,0,1
247706,,T,55060,01/29/2018,01/29/2018,134,06/12/2018,Discharge,0,1
247767,,T,55060,01/02/2018,01/02/2018,194,07/15/2018,Resignation,1,0
247859,Foreman Renewables,T,55076,01/19/2018,08/24/2021,63,10/26/2021,Personal/Family,1,0
247924,,T,55062,01/30/2018,01/30/2018,655,11/16/2019,Resignation,1,0
247968,Operator Renewables,T,55076,01/30/2018,11/02/2021,84,01/25/2022,Death,0,0
247970,,T,55060,02/02/2018,02/02/2018,231,09/21/2018,Lack of Work,0,0
248003,Operator Renewables,T,55105,06/25/2024,06/25/2024,144,11/16/2024,Resignation,1,0
248018,,T,55060,02/05/2018,02/05/2018,46,03/23/2018,Discharge,0,1
248023,,T,55070,02/19/2018,02/19/2018,837,06/05/2020,Discharge,0,1
248087,Operator Renewables,T,55073,02/16/2018,11/02/2020,194,05/15/2021,Lack of Work,0,0
248121,Laborer Renewables,T,55073,02/20/2018,03/09/2021,14,03/23/2021,Lack of Work,0,0
248130,Operator Renewables,T,55073,02/21/2018,02/03/2021,79,04/23/2021,Lack of Work,0,0
248153,,T,55060,02/21/2018,02/21/2018,212,09/21/2018,Lack of Work,0,0
248400,,T,55061,03/19/2018,02/22/2019,182,08/23/2019,Discharge,0,1
248410,,T,,04/16/2018,04/16/2018,541,10/09/2019,Resignation,1,0
248455,Foreman Renewables,T,55076,03/22/2018,12/14/2021,192,06/24/2022,Policy Viol-Drug/Alcohol,0,1
258674,Logistics Coordinator,A,55143,04/05/2018,02/17/2022,"1,106",,,0,0
258677,Operator Renewables,A,55094,04/05/2018,11/17/2021,"1,198",,,0,0
258679,Logistics Foreman,A,55094,04/05/2018,07/26/2021,"1,312",,,0,0
258963,,T,55060,04/04/2018,04/04/2018,181,10/02/2018,Lack of Work,0,0
258984,,T,41730,05/18/2018,05/18/2018,62,07/19/2018,Resignation,1,0
259024,HSE Site Technician,T,55094,05/21/2024,05/21/2024,57,07/17/2024,No Call-No Show,0,1
259059,Gen Foreman Renewables 2,A,55091,04/09/2018,04/12/2019,"2,148",,,0,0
259080,,T,41733,06/01/2018,06/01/2018,70,08/10/2018,Resignation,1,0
259089,,T,55062,04/09/2018,05/21/2019,279,02/24/2020,Lack of Work,0,0
259101,,T,,04/09/2018,05/21/2019,199,12/06/2019,Resignation,1,0
259118,Gen Foreman Renewables 3,A,55100,04/09/2018,04/12/2019,"2,148",,,0,0
259171,,T,55060,04/17/2018,04/17/2018,76,07/02/2018,Lack of Work,0,0
259174,Foreman Renewables,A,55113,04/16/2018,08/23/2021,"1,284",,,0,0
259185,Laborer Renewables,T,55105,04/19/2018,12/11/2024,44,01/24/2025,Lack of Work,0,0
259211,Operator Renewables,A,55086,04/23/2018,02/20/2024,373,,,0,0
259227,,T,55060,04/24/2018,04/24/2018,42,06/05/2018,Discharge,0,1
259253,,T,20475,07/23/2018,07/23/2018,144,12/14/2018,Resignation,1,0
259270,Operator Renewables,T,55105,07/17/2024,07/17/2024,37,08/23/2024,No Call-No Show,0,1
259276,,T,55060,05/01/2018,05/01/2018,93,08/02/2018,Lack of Work,0,0
259474,,T,55060,05/21/2018,05/21/2018,134,10/02/2018,Lack of Work,0,0
259477,,T,55060,05/21/2018,05/21/2018,134,10/02/2018,Lack of Work,0,0
259515,Laborer Renewables,T,55073,05/24/2018,09/28/2020,148,02/23/2021,Lack of Work,0,0
259532,Gen Foreman Renewables,A,55100,05/30/2018,07/17/2019,"2,052",,,0,0
259533,,T,55062,05/30/2018,06/25/2019,81,09/14/2019,Discharge,0,1
259537,,T,55060,05/30/2018,05/30/2018,92,08/30/2018,Lack of Work,0,0
259550,,T,55060,05/30/2018,05/30/2018,135,10/12/2018,Lack of Work,0,0
259551,,T,55060,05/30/2018,05/30/2018,44,07/13/2018,Discharge,0,1
259561,Laborer Renewables,A,55094,06/01/2018,11/07/2023,478,,,0,0
270156,Foreman Renewables,A,55105,09/22/2022,07/25/2023,583,,,0,0
270580,Laborer Renewables,T,55071,07/14/2018,01/13/2021,104,04/27/2021,Lack of Work,0,0
270633,,T,,03/04/2019,03/04/2019,74,05/17/2019,Discharge,0,1
270658,Gen Foreman Renewables,A,55093,07/17/2018,04/12/2019,"2,148",,,0,0
270772,Foreman Renewables,A,55120,05/14/2024,05/14/2024,289,,,0,0
270795,Operator Renewables,T,55094,12/12/2023,12/12/2023,222,07/21/2024,Discharge,0,1
270802,Laborer Renewables,T,55308,02/07/2024,02/07/2024,178,08/03/2024,Lack of Work,0,0
270860,,T,55062,04/25/2019,04/25/2019,410,06/08/2020,Discharge,0,1
270861,Laborer Renewables,A,55105,01/26/2023,01/26/2023,763,,,0,0
270862,Project Controller 3,T,55072,05/13/2019,05/13/2019,900,10/29/2021,Other Job,1,0
270941,,T,55062,07/25/2018,05/28/2019,203,12/17/2019,Lack of Work,0,0
270977,,T,55060,07/25/2018,07/25/2018,69,10/02/2018,Lack of Work,0,0
271003,Field Engineer,T,55105,07/26/2018,01/26/2023,568,08/16/2024,Policy Viol-Other,0,0
271044,Proposal Developer,T,,05/29/2019,05/29/2019,709,05/07/2021,Resignation,1,0
271057,Operator Renewables,T,55073,07/28/2018,04/08/2019,824,07/10/2021,Discharge,0,1
271059,,T,55062,07/27/2018,10/07/2019,60,12/06/2019,Discharge,0,1
271151,,T,55060,08/01/2018,08/01/2018,62,10/02/2018,Lack of Work,0,0
271156,,T,55060,08/01/2018,08/01/2018,51,09/21/2018,Lack of Work,0,0
271178,,T,55060,08/01/2018,08/01/2018,57,09/27/2018,Lack of Work,0,0
271180,,T,55060,07/30/2018,07/30/2018,88,10/26/2018,Lack of Work,0,0
271199,Foreman Renewables,A,55105,08/01/2018,01/29/2025,29,,,0,0
271288,,T,55060,08/08/2018,08/08/2018,44,09/21/2018,Lack of Work,0,0
271293,Laborer Renewables,T,55109,08/14/2024,08/14/2024,84,11/06/2024,No Call-No Show,0,1
271368,,T,55061,08/14/2018,07/17/2019,1,07/18/2019,Resignation,1,0
271378,Operations Manager,A,,08/19/2019,08/19/2019,"2,019",,,0,0
271380,Senior Vice President,A,,08/28/2019,08/28/2019,"2,010",,,0,0
271394,,T,55060,08/15/2018,08/15/2018,37,09/21/2018,Lack of Work,0,0
271410,Laborer Renewables,T,55073,08/26/2019,01/13/2021,82,04/05/2021,Lack of Work,0,0
271423,Laborer Renewables,T,55085,08/27/2019,03/28/2023,203,10/17/2023,Personal/Family,1,0
270974,,T,55060,07/25/2018,07/25/2018,100,11/02/2018,Lack of Work,0,0
271060,Laborer Renewables,T,55073,07/27/2018,03/11/2021,34,04/14/2021,Lack of Work,0,0
271124,,T,55061,08/01/2018,08/01/2018,378,08/14/2019,Discharge,0,1
271127,,T,,06/24/2019,06/24/2019,417,08/14/2020,Resignation,1,0
271135,President,T,,06/27/2019,06/27/2019,"1,961",11/08/2024,Resignation,1,0
271140,Laborer Renewables,T,55073,07/30/2018,11/03/2020,162,04/14/2021,Lack of Work,0,0
271275,,T,55060,08/06/2018,08/06/2018,10,08/16/2018,Resignation,1,0
271278,,T,55060,08/08/2018,08/08/2018,65,10/12/2018,Lack of Work,0,0
271357,Laborer Renewables,T,55094,08/13/2018,10/11/2022,62,12/12/2022,No Call-No Show,0,1
271361,,T,55062,08/13/2018,07/09/2019,275,04/09/2020,Lack of Work,0,0
271364,Operator Renewables,T,55094,08/13/2018,08/24/2020,840,12/12/2022,No Call-No Show,0,1
271375,Operations Manager,A,55073,08/14/2019,08/14/2019,"2,024",,,0,0
271377,President,A,,08/12/2019,08/12/2019,"2,026",,,0,0
271408,,T,55062,08/26/2019,08/26/2019,161,02/03/2020,Lack of Work,0,0
271416,,T,55060,08/13/2018,08/13/2018,53,10/05/2018,Lack of Work,0,0
271452,,T,55061,08/28/2019,08/28/2019,86,11/22/2019,Lack of Work,0,0
271481,,T,55061,09/03/2019,09/03/2019,79,11/21/2019,Lack of Work,0,0
271488,,T,55060,08/21/2018,08/21/2018,31,09/21/2018,Lack of Work,0,0
271492,,T,55060,08/23/2018,08/23/2018,25,09/17/2018,Lack of Work,0,0
271584,,T,55061,09/09/2019,09/09/2019,85,12/03/2019,Lack of Work,0,0
271601,Foreman Renewables,A,55113,09/06/2018,07/21/2021,"1,317",,,0,0
271623,,T,55061,09/10/2019,09/10/2019,77,11/26/2019,Lack of Work,0,0
271624,Foreman Renewables,A,55143,04/04/2023,06/13/2024,259,,,0,0
271633,,T,55060,08/28/2018,08/28/2018,16,09/13/2018,Lack of Work,0,0
271641,Laborer Renewables,T,55073,09/10/2019,01/18/2021,130,05/28/2021,Lack of Work,0,0
271666,Laborer Renewables,A,55105,04/04/2023,04/04/2023,695,,,0,0
271692,HR Generalist,T,,09/16/2019,09/16/2019,"1,915",12/13/2024,Resignation,1,0
271708,,T,55061,09/11/2019,09/11/2019,30,10/11/2019,Discharge,0,1
248468,,T,,03/22/2018,06/19/2019,266,03/11/2020,Lack of Work,0,0
248474,Gen Foreman Renewables,A,55105,03/22/2018,04/06/2019,"2,154",,,0,0
248475,Laborer Renewables,T,55109,03/22/2018,06/25/2024,153,11/25/2024,Lack of Work,0,0
248479,Admin Specialist,A,55086,03/22/2018,04/06/2019,"2,154",,,0,0
248485,,T,55060,03/23/2018,03/23/2018,182,09/21/2018,Lack of Work,0,0
248518,,T,55060,03/27/2018,03/27/2018,174,09/17/2018,Lack of Work,0,0
248563,Gen Foreman Renewables,T,55076,03/28/2018,02/19/2021,601,10/13/2022,Policy Viol-Other,0,0
248567,,T,,03/28/2018,04/08/2019,389,05/01/2020,Lack of Work,0,0
258617,Laborer Renewables,T,55086,04/04/2018,02/22/2023,222,10/02/2023,Other Job,1,0
258624,Gen Foreman Renewables,A,55113,04/04/2018,02/19/2024,374,,,0,0
258671,,T,55061,04/03/2018,05/23/2019,106,09/06/2019,Resignation,1,0
258673,,T,55060,04/03/2018,04/03/2018,91,07/03/2018,Lack of Work,0,0
258974,,T,20471,05/18/2018,05/18/2018,202,12/06/2018,Resignation,1,0
259041,Quality Manager,A,55156,04/10/2018,09/08/2021,"1,268",,,0,0
259042,Foreman Renewables,A,55091,04/10/2018,11/22/2021,"1,193",,,0,0
